frequency;MAG;PHA
;;
1000;-14.14206492;0.028253123
1043.505758;-14.14354044;-0.004110918
1088.904268;-14.14779515;0.033342565
1136.277874;-14.15595177;0.07976901
1185.712505;-14.14710778;0.057218607
1237.297827;-14.15033985;0.070818555
1291.127407;-14.14968155;0.114816591
1347.298884;-14.15833541;0.132166066
1405.914144;-14.15873431;0.106230541
1467.079505;-14.16211607;0.153621782
1530.905912;-14.15430821;0.099320489
1597.509135;-14.16605315;0.139809403
1667.009982;-14.16662689;0.148861113
1739.534515;-14.17587639;0.194777627
1815.214284;-14.16412667;0.239901267
1894.186558;-14.16478191;0.223483033
1976.594581;-14.17976346;0.21227456
2062.587827;-14.17385365;0.29469801
2152.322275;-14.17966114;0.236104801
2245.960688;-14.17572908;0.319264282
2343.672912;-14.17720061;0.327706238
2445.636179;-14.17862857;0.332522027
2552.035436;-14.19009423;0.384370004
2663.063674;-14.18438763;0.453778716
2778.922279;-14.18675663;0.428249754
2899.8214;-14.18917582;0.538140528
3025.98033;-14.18189261;0.465095527
3157.627899;-14.19556015;0.548933387
3295.002896;-14.19027118;0.563946787
3438.354496;-14.2006009;0.613824881
3587.942716;-14.19671943;0.623208264
3744.038886;-14.19582538;0.678622102
3906.926137;-14.20958694;0.61013621
4076.899922;-14.20961388;0.760198402
4254.268545;-14.2000786;0.824309244
4439.353725;-14.19843751;0.926142063
4632.491176;-14.20070325;0.81107596
4834.031219;-14.19431547;0.926384315
5044.339413;-14.21582387;0.977936238
5263.797226;-14.20991817;1.070168836
5492.802717;-14.20200055;1.151134459
5731.771265;-14.20031866;1.077978715
5981.136321;-14.20207371;1.221050197
6241.350194;-14.20825678;1.294053732
6512.884868;-14.20814156;1.425829972
6796.232864;-14.20333275;1.475738001
7091.90813;-14.20119968;1.478829352
7400.446972;-14.20374547;1.574894599
7722.40903;-14.21155798;1.582882485
8058.378293;-14.20368883;1.801528972
8408.964153;-14.1968998;1.854958984
8774.802516;-14.21913283;1.973984931
9156.556955;-14.20699373;2.049114136
9554.919911;-14.21461537;2.20460851
9970.613949;-14.20806772;2.112832007
10404.39307;-14.19649487;2.459323237
10857.04408;-14.18865278;2.558272376
11329.38802;-14.19871424;2.537946028
11822.28164;-14.20921139;2.812224132
12336.61897;-14.19510246;2.762407499
12873.33294;-14.20585566;2.936375802
13433.39705;-14.19523696;2.992957611
14017.82718;-14.18263629;3.041796173
14627.68338;-14.18191887;3.317933875
15264.07184;-14.17498059;3.571832719
15928.14686;-14.15640988;3.547896928
16621.11297;-14.15843737;3.763543775
17344.2271;-14.12730083;4.112658575
18098.80086;-14.12225854;4.21769264
18886.20292;-14.12842402;4.173114313
19707.8615;-14.11215459;4.340287981
20565.26696;-14.10920558;4.648246322
21459.9745;-14.03968602;4.959431464
22393.60697;-14.06190463;5.156559337
23367.85782;-14.0188835;5.220217863
24384.4942;-14.00687497;5.52961441
25445.36012;-13.9496761;5.714624743
26552.37981;-13.93623818;5.836669763
27707.56123;-13.87929461;6.277654592
28912.9997;-13.8602451;6.365316513
30170.88168;-13.78811272;6.65082233
31483.48877;-13.74485643;6.920983394
32853.20183;-13.71963961;7.01704869
34282.5053;-13.67333605;7.328965322
35773.99169;-13.62121864;7.511734758
37330.36634;-13.53848752;7.771051292
38954.45224;-13.47784463;7.927765717
40649.19523;-13.43035851;8.116080314
42417.6693;-13.35011076;8.572007709
44263.08218;-13.21209226;8.732082177
46188.78114;-13.14619674;8.682148346
48198.2591;-13.05953361;9.097862938
50295.16092;-12.94730055;8.753648158
52483.29004;-12.85181757;9.031700645
54766.61538;-12.70579567;8.927707203
57149.27852;-12.61899385;9.143279451
59635.60123;-12.47115203;8.90840962
62230.0933;-12.34255736;8.790964843
64937.46071;-12.19771972;8.456857245
67762.61419;-12.07440121;8.608998754
70710.67812;-11.90228;8.113278493
73786.9998;-11.73601443;7.644777667
76997.1592;-11.59425051;7.175537651
80346.97901;-11.36135331;6.67525892
83842.53527;-11.16987509;6.305309033
87490.16836;-11.02518749;5.559614332
91296.4945;-10.84558066;4.42093493
95268.41774;-10.60117521;3.793220459
99413.14251;-10.42606347;2.741194114
103738.1867;-10.18573667;1.549941935
108251.3952;-9.964417724;0.263757621
112960.9542;-9.776197402;-1.232845543
117875.4062;-9.524949268;-2.702095715
123003.6652;-9.306353824;-4.306036401
128355.0329;-9.119283939;-6.31794962
133939.216;-8.886392615;-8.246714242
139766.3432;-8.701964878;-10.17048098
145846.984;-8.499659371;-12.53902796
152192.1676;-8.324925833;-14.86644444
158813.4033;-8.153728368;-17.22505961
165722.7009;-7.972073346;-19.74941461
172932.5927;-7.827511785;-22.42323576
180456.1563;-7.679836738;-25.2404714
188307.0382;-7.527367776;-27.94018345
196499.4788;-7.420264584;-31.06361396
205048.3376;-7.291140754;-34.13963741
213969.1211;-7.212623445;-37.37901715
223278.01;-7.097912705;-40.7240243
232991.8892;-7.001499706;-44.18191801
243128.378;-6.941414605;-47.81115676
253705.8625;-6.876680685;-51.45820045
264743.5285;-6.821840921;-55.31291625
276261.3965;-6.772795481;-59.30351276
288280.3581;-6.754215207;-63.4112469
300822.2137;-6.747308091;-67.70211568
313909.7123;-6.763937604;-72.12528351
327566.5925;-6.791490172;-76.60071338
341817.6255;-6.838121744;-81.49290903
356688.6606;-6.893436034;-86.48165958
372206.6713;-6.992041691;-91.69443401
388399.8049;-7.100319771;-97.45581328
405297.433;-7.320285836;-102.9920771
422930.2052;-7.585111911;-108.4049802
441330.1046;-7.928868377;-113.6424164
460530.5055;-8.299930769;-118.7862778
480566.2345;-8.925716911;-122.9819299
501473.633;-9.074439594;-128.862069
523290.6238;-9.500299136;-133.7957593
546056.7793;-9.913202766;-138.6986404
569813.3936;-10.33342139;-143.6912704
594603.5575;-10.74115402;-148.6649996
620472.2363;-11.16330351;-153.6883081
647466.3515;-11.58193636;-158.5818176
675634.8663;-11.97942577;-163.6450148
705028.8736;-12.37387284;-168.7051891
735701.6895;-12.74239022;-174.0489958
767708.9495;-13.09838846;-179.2733125
801108.7096;-13.42764014;175.2659355
835961.5517;-13.71994044;169.4591975
872330.6931;-13.97113253;163.4514456
910282.1015;-14.1635935;156.9980306
949884.6148;-14.29321196;149.809648
991210.0654;-14.35800722;142.3566921
1034333.411;-14.28822832;133.792808
1079332.871;-13.75036987;123.2730429
1126290.066;-13.02341517;109.5009778
1175290.17;-12.728593;91.09505584
1226422.06;-13.13730225;75.68794535
1279778.482;-13.79497043;63.50477054
1335456.215;-14.50609321;53.31714189
1393556.251;-15.21624244;44.32332029
1454183.973;-15.9308654;36.71745161
1517449.349;-16.72996693;28.75655813
1583467.134;-17.50174086;21.75514574
1652357.073;-18.28558723;15.2026076
1724244.121;-19.09368845;9.040505574
1799258.669;-19.96727662;3.250488726
1877536.782;-20.82415344;-2.392140379
1959220.444;-21.71338087;-7.692158567
2044457.815;-22.68010134;-12.80093527
2133403.503;-23.63175789;-17.73263583
2226218.841;-24.66064781;-22.36697837
2323072.18;-25.73405319;-27.06878064
2424139.197;-26.85977736;-30.71250414
2529603.212;-27.92989614;-35.88895633
2639655.518;-29.08630542;-40.23592512
2754495.734;-30.32815079;-44.6522423
2874332.16;-31.6261746;-49.27625865
2999382.16;-32.89298048;-53.87511278
3129872.556;-34.09401778;-57.97956856
3266040.036;-35.40007857;-63.21906389
3408131.585;-36.7173237;-68.11757721
3556404.935;-38.10775208;-73.78702461
3711129.029;-39.56408883;-79.44961223
3872584.512;-41.26820113;-88.56039567
4041064.238;-42.40533098;-96.76160079
4216873.803;-43.97845012;-106.6356021
4400332.097;-45.19713867;-118.8775907
4591771.882;-46.75015266;-133.9684955
4791540.401;-46.80825202;-153.1798831
5000000;-46.97919582;-171.0956856
